rank,frontier_score,frontier_stage,family_id,family_label,canonical_work_id,family_work_count,family_chunked_count,family_discovered_count,family_failed_count,family_collection_ids,family_jurisdiction_lanes,family_topic_family,candidate_work_id,candidate_title,candidate_collection_id,candidate_jurisdiction_lane,candidate_creator,candidate_publication_year,candidate_ingest_status,candidate_member_role,candidate_volume_like,candidate_series_title_key,candidate_creator_title_key,candidate_priority_score,candidate_title_penalty,candidate_topic_score,candidate_archive_series_count,candidate_archive_creator_series_count,candidate_archive_series_penalty,candidate_archive_creator_series_penalty,rationale
724,1217,uncovered_family,family-pharmacopoeia-londinensis-unknown-5af5f1a20c,"Pharmacopoeia Londinensis,",wellcome-cj2wpqv2,2,0,2,0,wellcome-collection,UK,pharmacopoeia,wellcome-cj2wpqv2,"Pharmacopoeia Londinensis, : in qua medicamenta antiqua et noua vsitatissima, sedulò collecta, accuratissime examinata, quotidianâ experientia confirmata describuntur. Diligenter reuisa, denuo recusa, emendatior auctior. Opera Medicorum Collegij Londinensis. Ex serenissimi Regis mandato cum R.M. priuilegio.",wellcome-collection,UK,,1618,discovered,canonical,no,pharmacopoeia londinensis,unknown::pharmacopoeia londinensis,233,112,28,3,1,128,0,Uncovered family; 2 works in family; 0 chunked; 2 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
725,1213,uncovered_family,family-key-to-physic-and-the-occult-sciences-unknown-8fbef71c29,"A key to physic, and the occult sciences",wellcome-nswguj2k,1,0,1,0,wellcome-collection,UK,domestic-medicine,wellcome-nswguj2k,"A key to physic, and the occult sciences : opening to mental view, the system and order of the interior and exterior heavens ... to which are added lunar tables, calculated from sidereal motion... the whole forming an interesting supplement to Culpeper's Family physician, and display of the occult sciences ... / by E. Sibly ; illustrated with elegant copper plates.",wellcome-collection,UK,,1810,discovered,canonical,no,key to physic and the occult sciences,unknown::key to physic and the occult sciences,201,180,88,2,2,112,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: domestic-medicine; recommended lane: wellcome-collection; canonical candidate
726,1212,uncovered_family,family-pharmacopoeia-londinensis-or-the-london-dispensa-0b5271012a,"Pharmacopoeia Londinensis, or, the London dispensatory improved and mondernized. Including all the additions and improvements of the College of Physicians, and the necessary deviations... To which is added an introduction, containing the anatomy of the human body.",wellcome-t42n97uy,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-t42n97uy,"Pharmacopoeia Londinensis, or, the London dispensatory improved and mondernized. Including all the additions and improvements of the College of Physicians, and the necessary deviations... To which is added an introduction, containing the anatomy of the human body.",wellcome-collection,UK,,1700,discovered,canonical,no,pharmacopoeia londinensis,unknown::pharmacopoeia londinensis,236,112,38,3,1,128,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
727,1212,uncovered_family,family-pharmacopoeia-londinensis-or-the-new-london-disp-f60b9ca1eb,"Pharmacopoeia Londinensis. Or, the new London dispensatory. In VI. books",wellcome-k2yp6qd4,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-k2yp6qd4,"Pharmacopoeia Londinensis. Or, the new London dispensatory. In VI. books / Translated into English ... Illustrated with the preparations virtues and uses of all ... medicaments ... and ... chymical preparations now in use. Together with some choise medicines added by the author. As also, the praxis of chemistry ... By William Salmon.",wellcome-collection,UK,,1691,discovered,canonical,no,pharmacopoeia londinensis,unknown::pharmacopoeia londinensis,236,112,38,3,1,128,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
728,1204,uncovered_family,family-new-supplement-to-the-pharmacopoeias-of-london-e-3b4eecffa7,"A new supplement to the pharmacopoeias of London, Edinburgh, Dublin, and Paris; forming a complete dispensatory and conspectus. Including ... the pharmacopoeia of the Veterinary College",wellcome-htd3756u,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-htd3756u,"A new supplement to the pharmacopoeias of London, Edinburgh, Dublin, and Paris; forming a complete dispensatory and conspectus. Including ... the pharmacopoeia of the Veterinary College / [James Rennie].",wellcome-collection,UK,,1829,discovered,canonical,no,new supplement to the pharmacopoeias of london edinburgh dublin and paris,unknown::new supplement to the pharmacopoeias of london edinburgh dublin and paris,228,120,38,3,3,128,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
729,1199,uncovered_family,family-pharmacopoeia-londinensis-unknown-73ec35c0af,Pharmacopoeia Londinensis,wellcome-a5aeke2y,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-a5aeke2y,"Pharmacopoeia Londinensis : in qua medicamenta antiqua et nova usitatissima, sedulo collecta, accuratissime examinata, quotidiana experientia confirmata describuntur ... Revisa, denuo, recusa, emendatior, auctior.",wellcome-collection,UK,,1639,discovered,canonical,no,pharmacopoeia londinensis,unknown::pharmacopoeia londinensis,233,112,28,3,1,128,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
730,1199,uncovered_family,family-pharmacopoeia-londinensis-unknown-58c5deccd4,Pharmacopoeia Londinensis,wellcome-s9fcafwv,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-s9fcafwv,"Pharmacopoeia Londinensis : in qua medicamenta antiqua et noua vsitatissima, sedulò collecta, accuratissime examinata, quotidianâ experientia confirmata describuntur. Diligenter reuisa, denuo recusa, emendatior, auctior. / Opera Medicorum Collegij Londinensis.",wellcome-collection,UK,,1627,discovered,canonical,no,pharmacopoeia londinensis,unknown::pharmacopoeia londinensis,233,112,28,3,1,128,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
731,1184,uncovered_family,family-new-supplement-to-the-pharmacopoeias-of-london-e-ca6cae3664,"A new supplement to the pharmacopoeias of London, Edinburgh, Dublin, and Paris",wellcome-bcxwvnva,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-bcxwvnva,"A new supplement to the pharmacopoeias of London, Edinburgh, Dublin, and Paris : forming a complete dispensatory and conspectus : including the new French medicines and poisons ... : with the pharmacopoeia of the Veterinary College ... / by J. Rennie.",wellcome-collection,UK,,1829,discovered,canonical,no,new supplement to the pharmacopoeias of london edinburgh dublin and paris,unknown::new supplement to the pharmacopoeias of london edinburgh dublin and paris,228,120,38,3,3,128,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
732,1162,uncovered_family,family-pharmacopoeia-londinensis-or-the-london-dispensa-f694c8fd32,"Pharmacopoeia Londinensis: or, the London dispensatory further adorned by the studies and collections of the Fellows, now living of the said Colledg [sic]",wellcome-x6m2bkx8,2,0,2,0,wellcome-collection,UK,pharmacopoeia,wellcome-x6m2bkx8,"Pharmacopoeia Londinensis: or, the London dispensatory further adorned by the studies and collections of the Fellows, now living of the said Colledg [sic] / [Nicholas Culpeper].",wellcome-collection,UK,,1653,discovered,canonical,no,pharmacopoeia londinensis,unknown::pharmacopoeia londinensis,168,180,38,3,1,128,0,Uncovered family; 2 works in family; 0 chunked; 2 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
733,1054,depth_family,family-homoeopathic-domestic-medicine-laurie-j-4519463c9d,Homoeopathic domestic medicine,nlm-101306675,18,1,17,0,nlm-digital-collections;wellcome-collection,UK;US,domestic-medicine,wellcome-urbwmpfq,Homoeopathic domestic medicine / by J. Laurie ; edited with additions by A. Gerald Hull.,wellcome-collection,UK,,1843,discovered,copy,no,homoeopathic domestic medicine,unknown::homoeopathic domestic medicine,326,0,88,1,0,96,0,Depth family; 18 works in family; 1 chunked; 17 discovered; topics: domestic-medicine; recommended lane: wellcome-collection
734,933,depth_family,family-narrative-of-the-life-and-medical-discoveries-of-82b73ee867,A narrative of the life and medical discoveries of Samuel Thomson,nlm-2575005R,10,1,9,0,nlm-digital-collections;wellcome-collection,UK;US,domestic-medicine,wellcome-wz7xfcmh,"A narrative of the life and medical discoveries of Samuel Thomson : containing an account of his system of practice, and the manner of curing disease with vegetable medicine, upon a plan entirely new ; to which is added an introduction to his New guide to health, or Botanic family physician ... / written by himself.",wellcome-collection,UK,,1829,discovered,copy,no,narrative of the life and medical discoveries of samuel thomson,unknown::narrative of the life and medical discoveries of samuel thomson,321,0,122,2,1,112,0,Depth family; 10 works in family; 1 chunked; 9 discovered; topics: domestic-medicine; recommended lane: wellcome-collection
735,919,depth_family,family-dictionary-of-domestic-medicine-and-household-su-fc8dc06871,A dictionary of domestic medicine and household surgery,nlm-0222600,11,2,9,0,nlm-digital-collections;wellcome-collection,UK;US,domestic-medicine;household-health,wellcome-ndyg7yjs,A dictionary of domestic medicine and household surgery / by Spencer Thomson.,wellcome-collection,UK,,1856,discovered,copy,no,dictionary of domestic medicine and household surgery,unknown::dictionary of domestic medicine and household surgery,267,0,126,2,1,112,0,Depth family; 11 works in family; 2 chunked; 9 discovered; topics: domestic-medicine;household-health; recommended lane: wellcome-collection
736,918,depth_family,family-primary-studies-for-nurses-aikens-ca1-f96d983f58,Primary studies for nurses,nlm-54410330R,4,1,3,0,nlm-digital-collections;wellcome-collection,UK;US,convalescence;dietetics;hygiene;materia-medica;nursing,wellcome-nt8a4z6g,"Primary studies for nurses : a text-book for first year pupil nurses, containing courses of studies in anatomy, physiology, hygiene, bacteriology, therapeutics and materia medica, dietetics and invalid cookery / by Charlotte A. Aikens.",wellcome-collection,UK,,1915,discovered,copy,no,primary studies for nurses,unknown::primary studies for nurses,336,0,146,1,0,96,0,Depth family; 4 works in family; 1 chunked; 3 discovered; topics: convalescence;dietetics;hygiene;materia-medica;nursing; recommended lane: wellcome-collection
737,907,depth_family,family-guide-to-health-and-long-life-or-what-to-eat-dri-b791230d1b,"Guide to health and long life, or, What to eat, drink, and avoid",nlm-61410580R,5,1,4,0,nlm-digital-collections;wellcome-collection,UK;US,domestic-medicine;hygiene,wellcome-qbttkdxb,"Guide to health and long life, or, What to eat, drink, and avoid : what exercise to take how to control and regulate the passions and appetites, and on the general conduct of life, whereby health may be secured, and a happy and comfortable old age attained ... :  to which is added, a popular exposition of Liebig's theory of life, health, and disease / by Robert James Culverwell.",wellcome-collection,UK,,1849,discovered,copy,no,guide to health and long life,unknown::guide to health and long life,337,0,122,1,0,96,0,Depth family; 5 works in family; 1 chunked; 4 discovered; topics: domestic-medicine;hygiene; recommended lane: wellcome-collection
738,905,depth_family,family-homoeopathic-domestic-physician-pulte-jh1-1b572da989,Homoeopathic domestic physician,nlm-101306886,19,4,15,0,nlm-digital-collections;wellcome-collection,UK;US,hygiene;materia-medica,wellcome-ayme8skv,"Homoeopathic domestic physician : containing the treatment of diseases with popular explanations of anatomy, physiology, hygiene, and hydropathy, also an abridged materia medica / by J.H. Pulte.",wellcome-collection,UK,,1852,discovered,copy,no,homoeopathic domestic physician,unknown::homoeopathic domestic physician,273,0,84,4,0,144,0,Depth family; 19 works in family; 4 chunked; 15 discovered; topics: hygiene;materia-medica; recommended lane: wellcome-collection
739,884,depth_family,family-british-pharmacopoeia-unknown-4d67f1a633,British pharmacopoeia,wellcome-yps8cn9x,16,1,15,0,wellcome-collection,UK,pharmacopoeia,wellcome-j3qguubc,"British pharmacopoeia / published under the direction of the General Council of Medical Education and Registration of the United Kingdom, pursuant to the Medical act, 1858.",wellcome-collection,UK,,1864,discovered,copy,no,british pharmacopoeia,unknown::british pharmacopoeia,250,0,28,1,1,96,0,Depth family; 16 works in family; 1 chunked; 15 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection
740,876,depth_family,family-cyclopaedia-of-practical-medicine-comprising-tre-e8b92c06c1,"The cyclopaedia of practical medicine: comprising treatises on the nature and treatment of diseases, materia medica and therapeutics, medical jurisprudence, etc., etc .",wellcome-ctrns2vu,17,2,15,0,nlm-digital-collections;wellcome-collection,UK;US,materia-medica,wellcome-tc2sw2n6,"The cyclopædia of practical medicine. Comprising treatises on the nature and treatment of diseases, materia medica and therapeutics, medical jurisprudence, etc. etc / Edited by John Forbes, Alexander Tweedie, John Conolly.",wellcome-collection,UK,,1833,discovered,copy,no,cyclopaedia of practical medicine,unknown::cyclopaedia of practical medicine,214,0,52,4,4,144,0,Depth family; 17 works in family; 2 chunked; 15 discovered; topics: materia-medica; recommended lane: wellcome-collection
741,857,depth_family,family-american-new-dispensatory-thacher-j1-f9fa8e3ec7,The American new dispensatory,nlm-2574014R,8,3,5,0,nlm-digital-collections;wellcome-collection,UK;US,cultivation;materia-medica;pharmacopoeia,wellcome-wcqceud3,"The American new dispensatory : containing general principles of pharmaceutic chemistry ; pharmaceutic operations ; chemical analysis of the articles of materia medica ; materia medica, including several new and valuable articles, the production of the United States ; preparations and compositions ; with an appendix, containing medical prescriptions ; the nature and medical uses of the gases ; medical electricity ; galvanism ; an abridgment of Dr. Currie's reports on the use of water ; the cultivation of the poppy plant, and the method of preparing opium ; and several useful tables ; the whole compiled from the most approved authors, both European and American / by James Thacher.",wellcome-collection,UK,,1810,discovered,copy,no,american new dispensatory,unknown::american new dispensatory,301,0,110,3,0,128,0,Depth family; 8 works in family; 3 chunked; 5 discovered; topics: cultivation;materia-medica;pharmacopoeia; recommended lane: wellcome-collection
742,855,depth_family,family-american-family-physician-ewell-t1-8f6f1733df,American family physician,nlm-63570320R,4,1,3,0,nlm-digital-collections;wellcome-collection,UK;US,domestic-medicine;hygiene,wellcome-ujrfj434,"American family physician : detailing important means of preserving health, from infancy to old age : the offices women should perform to each other at births, and the diseases peculiar to the sex, also those of children and adults : with an appendix containing hints respecting the treatment of domestic animals, and the best means of preserving fish and meat / by Th. Ewell.",wellcome-collection,UK,,1826,discovered,copy,no,american family physician,unknown::american family physician,305,0,120,3,1,128,0,Depth family; 4 works in family; 1 chunked; 3 discovered; topics: domestic-medicine;hygiene; recommended lane: wellcome-collection
743,853,depth_family,family-new-guide-to-health-or-botanic-family-physician--c26ccab365,"New guide to health , or, Botanic family physician",nlm-0061627,18,10,8,0,nlm-digital-collections;wellcome-collection,UK;US,domestic-medicine;materia-medica;botany,wellcome-zy8zmrme,"New guide to health, or, Botanic family physician : containing a complete system of practice, on a plan entirely new; with a description of the vegetables made use of, and directions for preparing and administering them, to cure disease, to which is added, a description of several cases of disease attended by the author, with the mode of treatment and cure / by Samuel Thomson.",wellcome-collection,UK,,1831,discovered,edition,no,new guide to health,unknown::new guide to health,153,0,122,14,9,220,0,Depth family; 18 works in family; 10 chunked; 8 discovered; topics: domestic-medicine;materia-medica;botany; recommended lane: wellcome-collection
744,842,depth_family,family-domestic-medicine-buchan-w1-7028d904c7,Domestic medicine,pg-74359,17,13,4,0,nlm-digital-collections;project-gutenberg;wellcome-collection,UK;US,domestic-medicine;herbal;materia-medica;pharmacopoeia,wellcome-sef5abpw,[Domestic medicine].,wellcome-collection,UK,,1783,discovered,copy,no,domestic medicine,unknown::domestic medicine,150,0,88,90,53,220,0,Depth family; 17 works in family; 13 chunked; 4 discovered; topics: domestic-medicine;herbal;materia-medica;pharmacopoeia; recommended lane: wellcome-collection
